event_ticker,horizon,median,mode_low,mode_high,lower_tail_prob,upper_tail_prob,implied_mean_TAIL_ASSUMED,n_thresholds,n_monotonicity_violations
KXCPIYOY-26JUL,21d,3.3473684210526313,3.3,3.4,0.010000000000000009,0.005,3.3545000000000003,21,0
KXCPIYOY-26JUL,3d,3.3128571428571427,3.3,3.4,0.0050000000000000044,0.004999999999999999,3.3229999999999995,21,0
KXCPIYOY-26JUL,7d,3.335211267605634,3.3,3.4,0.015000000000000013,0.004999999999999999,3.3385,21,0
KXCPIYOY-26JUL,final,3.3,3.2,3.3,0.010000000000000009,0.004999999999999999,3.3164999999999996,21,0
KXCPIYOY-26JUN,14d,3.7423076923076923,3.7,3.8,0.0050000000000000044,0.036,3.7780000000000005,21,3
KXCPIYOY-26JUN,1d,3.743820224719101,3.7,3.8,0.0050000000000001155,0.005,3.7424999999999993,21,0
KXCPIYOY-26JUN,21d,3.756,3.7,3.8,0.015000000000000013,0.030000000000000002,3.7404999999999995,21,4
KXCPIYOY-26JUN,3d,3.75,3.7,3.8,0.0050000000000001155,0.005,3.75,21,0
KXCPIYOY-26JUN,7d,3.7464646464646463,3.7,3.8,0.0050000000000001155,0.005,3.7465,21,0
KXCPIYOY-26JUN,final,3.743820224719101,3.7,3.8,0.0050000000000001155,0.005,3.7424999999999993,21,0
KXCPIYOY-26MAR,14d,3.2966666666666664,3.3,3.4,0.0050000000000000044,0.01,3.2744999999999997,23,0
KXCPIYOY-26MAR,1d,3.274074074074074,3.2,3.3,0.0050000000000000044,0.005,3.2785,23,2
KXCPIYOY-26MAR,21d,3.3125,3.3,3.4,0.06624999999999981,0.005,3.2090000000000005,23,3
KXCPIYOY-26MAR,3d,3.3046153846153845,3.2,3.3,0.0050000000000000044,0.005,3.3049999999999997,23,2
KXCPIYOY-26MAR,7d,3.2744444444444443,3.2,3.3,0.0050000000000000044,0.005,3.2735000000000003,23,0
KXCPIYOY-26MAR,final,3.274074074074074,3.2,3.3,0.0050000000000000044,0.005,3.2785,23,2
KXCPIYOY-26MAY,14d,4.239024390243903,4.2,4.3,0.0050000000000000044,0.005,4.2219999999999995,27,6
KXCPIYOY-26MAY,1d,4.194186046511628,4.1,4.2,0.0050000000000002265,0.005,4.193999999999999,27,0
KXCPIYOY-26MAY,21d,4.269444444444444,4.2,4.3,0.0050000000000000044,0.005,4.273,27,2
KXCPIYOY-26MAY,3d,4.20125,4.1,4.2,0.0050000000000002265,0.005,4.193499999999999,27,0
KXCPIYOY-26MAY,7d,4.212643678160919,4.2,4.3,0.0050000000000000044,0.005,4.198,27,3
KXCPIYOY-26MAY,final,4.194186046511628,4.1,4.2,0.0050000000000002265,0.005,4.193999999999999,27,0
