event_ticker,horizon,threshold,S_adjusted
CPIYOY-22DEC,14d,6.0,0.965
CPIYOY-22DEC,14d,6.1,0.93
CPIYOY-22DEC,14d,6.2,0.5
CPIYOY-22DEC,14d,6.3,0.34
CPIYOY-22DEC,14d,6.4,0.25
CPIYOY-22DEC,14d,6.5,0.24000000000000005
CPIYOY-22DEC,14d,6.6,0.24000000000000005
CPIYOY-22DEC,14d,6.7,0.24000000000000005
CPIYOY-22DEC,14d,6.8,0.24000000000000005
CPIYOY-22DEC,14d,6.9,0.24000000000000005
CPIYOY-22DEC,14d,7.0,0.20299999999999993
CPIYOY-22DEC,14d,7.1,0.20299999999999993
CPIYOY-22DEC,14d,7.2,0.20299999999999993
CPIYOY-22DEC,14d,7.3,0.20299999999999993
CPIYOY-22DEC,14d,7.4,0.20299999999999993
CPIYOY-22DEC,1d,6.0,0.975
CPIYOY-22DEC,1d,6.1,0.95
CPIYOY-22DEC,1d,6.2,0.87
CPIYOY-22DEC,1d,6.3,0.62
CPIYOY-22DEC,1d,6.4,0.345
CPIYOY-22DEC,1d,6.5,0.145
CPIYOY-22DEC,1d,6.6,0.055
CPIYOY-22DEC,1d,6.7,0.02
CPIYOY-22DEC,1d,6.8,0.015
CPIYOY-22DEC,1d,6.9,0.01
CPIYOY-22DEC,1d,7.0,0.005
CPIYOY-22DEC,1d,7.1,0.005
CPIYOY-22DEC,1d,7.2,0.005
CPIYOY-22DEC,1d,7.3,0.005
CPIYOY-22DEC,1d,7.4,0.005
CPIYOY-22DEC,21d,6.0,0.935
CPIYOY-22DEC,21d,6.1,0.88
CPIYOY-22DEC,21d,6.2,0.77
CPIYOY-22DEC,21d,6.3,0.62
CPIYOY-22DEC,21d,6.4,0.4
CPIYOY-22DEC,21d,6.5,0.205
CPIYOY-22DEC,21d,6.6,0.1
CPIYOY-22DEC,21d,6.7,0.035
CPIYOY-22DEC,21d,6.8,0.025
CPIYOY-22DEC,21d,6.9,0.015
CPIYOY-22DEC,21d,7.0,0.005
CPIYOY-22DEC,21d,7.1,0.005
CPIYOY-22DEC,21d,7.2,0.005
CPIYOY-22DEC,21d,7.3,0.005
CPIYOY-22DEC,21d,7.4,0.005
CPIYOY-22DEC,3d,6.0,0.985
CPIYOY-22DEC,3d,6.1,0.95
CPIYOY-22DEC,3d,6.2,0.875
CPIYOY-22DEC,3d,6.3,0.66
CPIYOY-22DEC,3d,6.4,0.385
CPIYOY-22DEC,3d,6.5,0.14
CPIYOY-22DEC,3d,6.6,0.055
CPIYOY-22DEC,3d,6.7,0.02
CPIYOY-22DEC,3d,6.8,0.015
CPIYOY-22DEC,3d,6.9,0.01
CPIYOY-22DEC,3d,7.0,0.005
CPIYOY-22DEC,3d,7.1,0.005
CPIYOY-22DEC,3d,7.2,0.005
CPIYOY-22DEC,3d,7.3,0.005
CPIYOY-22DEC,3d,7.4,0.005
CPIYOY-22DEC,7d,6.0,0.97
CPIYOY-22DEC,7d,6.1,0.955
CPIYOY-22DEC,7d,6.2,0.88
CPIYOY-22DEC,7d,6.3,0.675
CPIYOY-22DEC,7d,6.4,0.395
CPIYOY-22DEC,7d,6.5,0.19
CPIYOY-22DEC,7d,6.6,0.07
CPIYOY-22DEC,7d,6.7,0.025
CPIYOY-22DEC,7d,6.8,0.015
CPIYOY-22DEC,7d,6.9,0.01
CPIYOY-22DEC,7d,7.0,0.009
CPIYOY-22DEC,7d,7.1,0.009
CPIYOY-22DEC,7d,7.2,0.009
CPIYOY-22DEC,7d,7.3,0.009
CPIYOY-22DEC,7d,7.4,0.009
CPIYOY-22DEC,final,6.0,0.975
CPIYOY-22DEC,final,6.1,0.95
CPIYOY-22DEC,final,6.2,0.87
CPIYOY-22DEC,final,6.3,0.62
CPIYOY-22DEC,final,6.4,0.345
CPIYOY-22DEC,final,6.5,0.145
CPIYOY-22DEC,final,6.6,0.055
CPIYOY-22DEC,final,6.7,0.02
CPIYOY-22DEC,final,6.8,0.015
CPIYOY-22DEC,final,6.9,0.01
CPIYOY-22DEC,final,7.0,0.005
CPIYOY-22DEC,final,7.1,0.005
CPIYOY-22DEC,final,7.2,0.005
CPIYOY-22DEC,final,7.3,0.005
CPIYOY-22DEC,final,7.4,0.005
CPIYOY-22NOV,1d,6.8,0.96
CPIYOY-22NOV,1d,6.9,0.9
CPIYOY-22NOV,1d,7.0,0.765
CPIYOY-22NOV,1d,7.1,0.56
CPIYOY-22NOV,1d,7.2,0.435
CPIYOY-22NOV,1d,7.3,0.205
CPIYOY-22NOV,1d,7.4,0.07
CPIYOY-22NOV,1d,7.5,0.04
CPIYOY-22NOV,1d,7.6,0.025
CPIYOY-22NOV,1d,7.7,0.02
CPIYOY-22NOV,1d,7.8,0.02
CPIYOY-22NOV,1d,7.9,0.02
CPIYOY-22NOV,1d,8.0,0.02
CPIYOY-22NOV,3d,6.8,0.955
CPIYOY-22NOV,3d,6.9,0.905
CPIYOY-22NOV,3d,7.0,0.765
CPIYOY-22NOV,3d,7.1,0.56
CPIYOY-22NOV,3d,7.2,0.435
CPIYOY-22NOV,3d,7.3,0.205
CPIYOY-22NOV,3d,7.4,0.08
CPIYOY-22NOV,3d,7.5,0.04
CPIYOY-22NOV,3d,7.6,0.025
CPIYOY-22NOV,3d,7.7,0.02
CPIYOY-22NOV,3d,7.8,0.02
CPIYOY-22NOV,3d,7.9,0.02
CPIYOY-22NOV,3d,8.0,0.015
CPIYOY-22NOV,final,6.8,0.96
CPIYOY-22NOV,final,6.9,0.9
CPIYOY-22NOV,final,7.0,0.765
CPIYOY-22NOV,final,7.1,0.56
CPIYOY-22NOV,final,7.2,0.435
CPIYOY-22NOV,final,7.3,0.205
CPIYOY-22NOV,final,7.4,0.07
CPIYOY-22NOV,final,7.5,0.04
CPIYOY-22NOV,final,7.6,0.025
CPIYOY-22NOV,final,7.7,0.02
CPIYOY-22NOV,final,7.8,0.02
CPIYOY-22NOV,final,7.9,0.02
CPIYOY-22NOV,final,8.0,0.02
CPIYOY-23APR,14d,3.4,0.995
CPIYOY-23APR,14d,3.5,0.995
CPIYOY-23APR,14d,3.6,0.99
CPIYOY-23APR,14d,3.7,0.99
CPIYOY-23APR,14d,3.8,0.99
CPIYOY-23APR,14d,3.9,0.99
CPIYOY-23APR,14d,4.0,0.99
CPIYOY-23APR,14d,4.1,0.9816666666666666
CPIYOY-23APR,14d,4.2,0.9816666666666666
CPIYOY-23APR,14d,4.3,0.9816666666666666
CPIYOY-23APR,14d,4.4,0.98
CPIYOY-23APR,14d,4.5,0.98
CPIYOY-23APR,14d,4.6,0.7633333333333333
CPIYOY-23APR,14d,4.7,0.7633333333333333
CPIYOY-23APR,14d,4.8,0.7633333333333333
CPIYOY-23APR,14d,4.9,0.58
CPIYOY-23APR,14d,5.0,0.345
CPIYOY-23APR,14d,5.1,0.215
CPIYOY-23APR,14d,5.2,0.09
CPIYOY-23APR,14d,5.3,0.03
CPIYOY-23APR,14d,5.4,0.03
CPIYOY-23APR,14d,5.5,0.03
CPIYOY-23APR,1d,3.4,0.995
CPIYOY-23APR,1d,3.5,0.995
CPIYOY-23APR,1d,3.6,0.995
CPIYOY-23APR,1d,3.7,0.995
CPIYOY-23APR,1d,3.8,0.9900000000000001
CPIYOY-23APR,1d,3.9,0.9900000000000001
CPIYOY-23APR,1d,4.0,0.9900000000000001
CPIYOY-23APR,1d,4.1,0.9900000000000001
CPIYOY-23APR,1d,4.2,0.9900000000000001
CPIYOY-23APR,1d,4.3,0.9900000000000001
CPIYOY-23APR,1d,4.4,0.985
CPIYOY-23APR,1d,4.5,0.985
CPIYOY-23APR,1d,4.6,0.9824999999999999
CPIYOY-23APR,1d,4.7,0.9824999999999999
CPIYOY-23APR,1d,4.8,0.915
CPIYOY-23APR,1d,4.9,0.71
CPIYOY-23APR,1d,5.0,0.395
CPIYOY-23APR,1d,5.1,0.105
CPIYOY-23APR,1d,5.2,0.025
CPIYOY-23APR,1d,5.3,0.02
CPIYOY-23APR,1d,5.4,0.02
CPIYOY-23APR,1d,5.5,0.02
CPIYOY-23APR,21d,3.4,0.6666666666666666
CPIYOY-23APR,21d,3.5,0.6666666666666666
CPIYOY-23APR,21d,3.6,0.6666666666666666
CPIYOY-23APR,21d,3.7,0.6634615384615383
CPIYOY-23APR,21d,3.8,0.6634615384615383
CPIYOY-23APR,21d,3.9,0.6634615384615383
CPIYOY-23APR,21d,4.0,0.6634615384615383
CPIYOY-23APR,21d,4.1,0.6634615384615383
CPIYOY-23APR,21d,4.2,0.6634615384615383
CPIYOY-23APR,21d,4.3,0.6634615384615383
CPIYOY-23APR,21d,4.4,0.6634615384615383
CPIYOY-23APR,21d,4.5,0.6634615384615383
CPIYOY-23APR,21d,4.6,0.6634615384615383
CPIYOY-23APR,21d,4.7,0.6634615384615383
CPIYOY-23APR,21d,4.8,0.6634615384615383
CPIYOY-23APR,21d,4.9,0.6634615384615383
CPIYOY-23APR,21d,5.0,0.555
CPIYOY-23APR,21d,5.1,0.41
CPIYOY-23APR,21d,5.2,0.2
CPIYOY-23APR,21d,5.3,0.085
CPIYOY-23APR,21d,5.4,0.037500000000000006
CPIYOY-23APR,21d,5.5,0.037500000000000006
CPIYOY-23APR,3d,3.4,0.995
CPIYOY-23APR,3d,3.5,0.995
CPIYOY-23APR,3d,3.6,0.995
CPIYOY-23APR,3d,3.7,0.995
CPIYOY-23APR,3d,3.8,0.9900000000000001
CPIYOY-23APR,3d,3.9,0.9900000000000001
CPIYOY-23APR,3d,4.0,0.9900000000000001
CPIYOY-23APR,3d,4.1,0.9900000000000001
CPIYOY-23APR,3d,4.2,0.9900000000000001
CPIYOY-23APR,3d,4.3,0.9900000000000001
CPIYOY-23APR,3d,4.4,0.985
CPIYOY-23APR,3d,4.5,0.985
CPIYOY-23APR,3d,4.6,0.975
CPIYOY-23APR,3d,4.7,0.945
CPIYOY-23APR,3d,4.8,0.875
CPIYOY-23APR,3d,4.9,0.56
CPIYOY-23APR,3d,5.0,0.375
CPIYOY-23APR,3d,5.1,0.125
CPIYOY-23APR,3d,5.2,0.03
CPIYOY-23APR,3d,5.3,0.02
CPIYOY-23APR,3d,5.4,0.02
CPIYOY-23APR,3d,5.5,0.02
CPIYOY-23APR,7d,3.4,0.995
CPIYOY-23APR,7d,3.5,0.995
CPIYOY-23APR,7d,3.6,0.995
CPIYOY-23APR,7d,3.7,0.995
CPIYOY-23APR,7d,3.8,0.9899999999999999
CPIYOY-23APR,7d,3.9,0.9899999999999999
CPIYOY-23APR,7d,4.0,0.9899999999999999
CPIYOY-23APR,7d,4.1,0.9866666666666667
CPIYOY-23APR,7d,4.2,0.9866666666666667
CPIYOY-23APR,7d,4.3,0.9866666666666667
CPIYOY-23APR,7d,4.4,0.985
CPIYOY-23APR,7d,4.5,0.985
CPIYOY-23APR,7d,4.6,0.94
CPIYOY-23APR,7d,4.7,0.6125
CPIYOY-23APR,7d,4.8,0.6125
CPIYOY-23APR,7d,4.9,0.59
CPIYOY-23APR,7d,5.0,0.225
CPIYOY-23APR,7d,5.1,0.105
CPIYOY-23APR,7d,5.2,0.04
CPIYOY-23APR,7d,5.3,0.02666666666666667
CPIYOY-23APR,7d,5.4,0.02666666666666667
CPIYOY-23APR,7d,5.5,0.02666666666666667
CPIYOY-23APR,final,3.4,0.995
CPIYOY-23APR,final,3.5,0.995
CPIYOY-23APR,final,3.6,0.995
CPIYOY-23APR,final,3.7,0.995
CPIYOY-23APR,final,3.8,0.9900000000000001
CPIYOY-23APR,final,3.9,0.9900000000000001
CPIYOY-23APR,final,4.0,0.9900000000000001
CPIYOY-23APR,final,4.1,0.9900000000000001
CPIYOY-23APR,final,4.2,0.9900000000000001
CPIYOY-23APR,final,4.3,0.9900000000000001
CPIYOY-23APR,final,4.4,0.985
CPIYOY-23APR,final,4.5,0.985
CPIYOY-23APR,final,4.6,0.9824999999999999
CPIYOY-23APR,final,4.7,0.9824999999999999
CPIYOY-23APR,final,4.8,0.915
CPIYOY-23APR,final,4.9,0.71
CPIYOY-23APR,final,5.0,0.395
CPIYOY-23APR,final,5.1,0.105
CPIYOY-23APR,final,5.2,0.025
CPIYOY-23APR,final,5.3,0.02
CPIYOY-23APR,final,5.4,0.02
CPIYOY-23APR,final,5.5,0.02
CPIYOY-23AUG,14d,2.8,0.98625
CPIYOY-23AUG,14d,2.9,0.98625
CPIYOY-23AUG,14d,3.0,0.98625
CPIYOY-23AUG,14d,3.1,0.98625
CPIYOY-23AUG,14d,3.2,0.975
CPIYOY-23AUG,14d,3.3,0.97
CPIYOY-23AUG,14d,3.4,0.97
CPIYOY-23AUG,14d,3.5,0.885
CPIYOY-23AUG,14d,3.6,0.64
CPIYOY-23AUG,14d,3.7,0.26
CPIYOY-23AUG,14d,3.8,0.11
CPIYOY-23AUG,14d,3.9,0.04
CPIYOY-23AUG,14d,4.0,0.02
CPIYOY-23AUG,14d,4.099999,0.015
CPIYOY-23AUG,14d,4.2,0.01
CPIYOY-23AUG,1d,2.8,0.98625
CPIYOY-23AUG,1d,2.9,0.98625
CPIYOY-23AUG,1d,3.0,0.98625
CPIYOY-23AUG,1d,3.1,0.98625
CPIYOY-23AUG,1d,3.2,0.98
CPIYOY-23AUG,1d,3.3,0.975
CPIYOY-23AUG,1d,3.4,0.975
CPIYOY-23AUG,1d,3.5,0.9
CPIYOY-23AUG,1d,3.6,0.625
CPIYOY-23AUG,1d,3.7,0.22
CPIYOY-23AUG,1d,3.8,0.023333333333333334
CPIYOY-23AUG,1d,3.9,0.023333333333333334
CPIYOY-23AUG,1d,4.0,0.023333333333333334
CPIYOY-23AUG,1d,4.099999,0.015
CPIYOY-23AUG,1d,4.2,0.01
CPIYOY-23AUG,21d,2.8,0.98625
CPIYOY-23AUG,21d,2.9,0.98625
CPIYOY-23AUG,21d,3.0,0.98625
CPIYOY-23AUG,21d,3.1,0.98625
CPIYOY-23AUG,21d,3.2,0.975
CPIYOY-23AUG,21d,3.3,0.965
CPIYOY-23AUG,21d,3.4,0.96
CPIYOY-23AUG,21d,3.5,0.865
CPIYOY-23AUG,21d,3.6,0.6
CPIYOY-23AUG,21d,3.7,0.245
CPIYOY-23AUG,21d,3.8,0.095
CPIYOY-23AUG,21d,3.9,0.05
CPIYOY-23AUG,21d,4.0,0.025
CPIYOY-23AUG,21d,4.099999,0.015
CPIYOY-23AUG,21d,4.2,0.01
CPIYOY-23AUG,3d,2.8,0.98625
CPIYOY-23AUG,3d,2.9,0.98625
CPIYOY-23AUG,3d,3.0,0.98625
CPIYOY-23AUG,3d,3.1,0.98625
CPIYOY-23AUG,3d,3.2,0.98
CPIYOY-23AUG,3d,3.3,0.975
CPIYOY-23AUG,3d,3.4,0.975
CPIYOY-23AUG,3d,3.5,0.895
CPIYOY-23AUG,3d,3.6,0.64
CPIYOY-23AUG,3d,3.7,0.245
CPIYOY-23AUG,3d,3.8,0.03
CPIYOY-23AUG,3d,3.9,0.025
CPIYOY-23AUG,3d,4.0,0.025
CPIYOY-23AUG,3d,4.099999,0.015
CPIYOY-23AUG,3d,4.2,0.01
CPIYOY-23AUG,7d,2.8,0.98625
CPIYOY-23AUG,7d,2.9,0.98625
CPIYOY-23AUG,7d,3.0,0.98625
CPIYOY-23AUG,7d,3.1,0.98625
CPIYOY-23AUG,7d,3.2,0.98
CPIYOY-23AUG,7d,3.3,0.9724999999999999
CPIYOY-23AUG,7d,3.4,0.9724999999999999
CPIYOY-23AUG,7d,3.5,0.885
CPIYOY-23AUG,7d,3.6,0.645
CPIYOY-23AUG,7d,3.7,0.26
CPIYOY-23AUG,7d,3.8,0.03
CPIYOY-23AUG,7d,3.9,0.025
CPIYOY-23AUG,7d,4.0,0.025
CPIYOY-23AUG,7d,4.099999,0.015
CPIYOY-23AUG,7d,4.2,0.01
CPIYOY-23AUG,final,2.8,0.98625
CPIYOY-23AUG,final,2.9,0.98625
CPIYOY-23AUG,final,3.0,0.98625
CPIYOY-23AUG,final,3.1,0.98625
CPIYOY-23AUG,final,3.2,0.98
CPIYOY-23AUG,final,3.3,0.975
CPIYOY-23AUG,final,3.4,0.975
CPIYOY-23AUG,final,3.5,0.9
CPIYOY-23AUG,final,3.6,0.625
CPIYOY-23AUG,final,3.7,0.22
CPIYOY-23AUG,final,3.8,0.023333333333333334
CPIYOY-23AUG,final,3.9,0.023333333333333334
CPIYOY-23AUG,final,4.0,0.023333333333333334
CPIYOY-23AUG,final,4.099999,0.015
CPIYOY-23AUG,final,4.2,0.01
CPIYOY-23DEC,14d,2.8,0.93
CPIYOY-23DEC,14d,2.9,0.9275
CPIYOY-23DEC,14d,3.0,0.9275
CPIYOY-23DEC,14d,3.1,0.875
CPIYOY-23DEC,14d,3.2,0.6
CPIYOY-23DEC,14d,3.3,0.275
CPIYOY-23DEC,14d,3.4,0.155
CPIYOY-23DEC,1d,2.8,0.995
CPIYOY-23DEC,1d,2.9,0.99
CPIYOY-23DEC,1d,3.0,0.99
CPIYOY-23DEC,1d,3.1,0.93
CPIYOY-23DEC,1d,3.2,0.675
CPIYOY-23DEC,1d,3.3,0.315
CPIYOY-23DEC,1d,3.4,0.055
CPIYOY-23DEC,21d,2.8,0.93
CPIYOY-23DEC,21d,2.9,0.9175
CPIYOY-23DEC,21d,3.0,0.9175
CPIYOY-23DEC,21d,3.1,0.81
CPIYOY-23DEC,21d,3.2,0.545
CPIYOY-23DEC,21d,3.3,0.38
CPIYOY-23DEC,21d,3.4,0.03
CPIYOY-23DEC,3d,2.8,0.995
CPIYOY-23DEC,3d,2.9,0.99
CPIYOY-23DEC,3d,3.0,0.985
CPIYOY-23DEC,3d,3.1,0.915
CPIYOY-23DEC,3d,3.2,0.695
CPIYOY-23DEC,3d,3.3,0.185
CPIYOY-23DEC,3d,3.4,0.055
CPIYOY-23DEC,7d,2.8,0.995
CPIYOY-23DEC,7d,2.9,0.99
CPIYOY-23DEC,7d,3.0,0.985
CPIYOY-23DEC,7d,3.1,0.905
CPIYOY-23DEC,7d,3.2,0.67
CPIYOY-23DEC,7d,3.3,0.23
CPIYOY-23DEC,7d,3.4,0.065
CPIYOY-23DEC,final,2.8,0.995
CPIYOY-23DEC,final,2.9,0.99
CPIYOY-23DEC,final,3.0,0.99
CPIYOY-23DEC,final,3.1,0.93
CPIYOY-23DEC,final,3.2,0.675
CPIYOY-23DEC,final,3.3,0.315
CPIYOY-23DEC,final,3.4,0.055
CPIYOY-23FEB,14d,4.4,0.9789999999999999
CPIYOY-23FEB,14d,4.5,0.9789999999999999
CPIYOY-23FEB,14d,4.6,0.9789999999999999
CPIYOY-23FEB,14d,4.7,0.9789999999999999
CPIYOY-23FEB,14d,4.8,0.9789999999999999
CPIYOY-23FEB,14d,4.9,0.975
CPIYOY-23FEB,14d,5.0,0.975
CPIYOY-23FEB,14d,5.1,0.975
CPIYOY-23FEB,14d,5.2,0.975
CPIYOY-23FEB,14d,5.3,0.975
CPIYOY-23FEB,14d,5.4,0.9699999999999999
CPIYOY-23FEB,14d,5.5,0.9699999999999999
CPIYOY-23FEB,14d,5.6,0.9699999999999999
CPIYOY-23FEB,14d,5.7,0.95
CPIYOY-23FEB,14d,5.8,0.92
CPIYOY-23FEB,14d,5.9,0.84
CPIYOY-23FEB,14d,6.0,0.595
CPIYOY-23FEB,14d,6.1,0.405
CPIYOY-23FEB,14d,6.2,0.22124999999999997
CPIYOY-23FEB,14d,6.3,0.22124999999999997
CPIYOY-23FEB,14d,6.4,0.22124999999999997
CPIYOY-23FEB,14d,6.5,0.22124999999999997
CPIYOY-23FEB,1d,4.4,0.995
CPIYOY-23FEB,1d,4.5,0.995
CPIYOY-23FEB,1d,4.6,0.995
CPIYOY-23FEB,1d,4.7,0.99
CPIYOY-23FEB,1d,4.8,0.985
CPIYOY-23FEB,1d,4.9,0.98
CPIYOY-23FEB,1d,5.0,0.975
CPIYOY-23FEB,1d,5.1,0.975
CPIYOY-23FEB,1d,5.2,0.975
CPIYOY-23FEB,1d,5.3,0.975
CPIYOY-23FEB,1d,5.4,0.9716666666666667
CPIYOY-23FEB,1d,5.5,0.9716666666666667
CPIYOY-23FEB,1d,5.6,0.9716666666666667
CPIYOY-23FEB,1d,5.7,0.955
CPIYOY-23FEB,1d,5.8,0.95
CPIYOY-23FEB,1d,5.9,0.85
CPIYOY-23FEB,1d,6.0,0.65
CPIYOY-23FEB,1d,6.1,0.405
CPIYOY-23FEB,1d,6.2,0.09
CPIYOY-23FEB,1d,6.3,0.03
CPIYOY-23FEB,1d,6.4,0.025
CPIYOY-23FEB,1d,6.5,0.02
CPIYOY-23FEB,21d,4.4,0.825
CPIYOY-23FEB,21d,4.5,0.6010714285714285
CPIYOY-23FEB,21d,4.6,0.6010714285714285
CPIYOY-23FEB,21d,4.7,0.6010714285714285
CPIYOY-23FEB,21d,4.8,0.6010714285714285
CPIYOY-23FEB,21d,4.9,0.6010714285714285
CPIYOY-23FEB,21d,5.0,0.6010714285714285
CPIYOY-23FEB,21d,5.1,0.6010714285714285
CPIYOY-23FEB,21d,5.2,0.6010714285714285
CPIYOY-23FEB,21d,5.3,0.6010714285714285
CPIYOY-23FEB,21d,5.4,0.6010714285714285
CPIYOY-23FEB,21d,5.5,0.6010714285714285
CPIYOY-23FEB,21d,5.6,0.6010714285714285
CPIYOY-23FEB,21d,5.7,0.6010714285714285
CPIYOY-23FEB,21d,5.8,0.6010714285714285
CPIYOY-23FEB,3d,4.4,0.9800000000000001
CPIYOY-23FEB,3d,4.5,0.9800000000000001
CPIYOY-23FEB,3d,4.6,0.9800000000000001
CPIYOY-23FEB,3d,4.7,0.9800000000000001
CPIYOY-23FEB,3d,4.8,0.9800000000000001
CPIYOY-23FEB,3d,4.9,0.975
CPIYOY-23FEB,3d,5.0,0.975
CPIYOY-23FEB,3d,5.1,0.975
CPIYOY-23FEB,3d,5.2,0.975
CPIYOY-23FEB,3d,5.3,0.975
CPIYOY-23FEB,3d,5.4,0.9716666666666667
CPIYOY-23FEB,3d,5.5,0.9716666666666667
CPIYOY-23FEB,3d,5.6,0.9716666666666667
CPIYOY-23FEB,3d,5.7,0.955
CPIYOY-23FEB,3d,5.8,0.95
CPIYOY-23FEB,3d,5.9,0.85
CPIYOY-23FEB,3d,6.0,0.655
CPIYOY-23FEB,3d,6.1,0.405
CPIYOY-23FEB,3d,6.2,0.1
CPIYOY-23FEB,3d,6.3,0.035
CPIYOY-23FEB,3d,6.4,0.025
CPIYOY-23FEB,3d,6.5,0.02
CPIYOY-23FEB,7d,4.4,0.9800000000000001
CPIYOY-23FEB,7d,4.5,0.9800000000000001
CPIYOY-23FEB,7d,4.6,0.9800000000000001
CPIYOY-23FEB,7d,4.7,0.9800000000000001
CPIYOY-23FEB,7d,4.8,0.9800000000000001
CPIYOY-23FEB,7d,4.9,0.975
CPIYOY-23FEB,7d,5.0,0.975
CPIYOY-23FEB,7d,5.1,0.975
CPIYOY-23FEB,7d,5.2,0.975
CPIYOY-23FEB,7d,5.3,0.975
CPIYOY-23FEB,7d,5.4,0.9716666666666667
CPIYOY-23FEB,7d,5.5,0.9716666666666667
CPIYOY-23FEB,7d,5.6,0.9716666666666667
CPIYOY-23FEB,7d,5.7,0.955
CPIYOY-23FEB,7d,5.8,0.95
CPIYOY-23FEB,7d,5.9,0.89
CPIYOY-23FEB,7d,6.0,0.64
CPIYOY-23FEB,7d,6.1,0.405
CPIYOY-23FEB,7d,6.2,0.17
CPIYOY-23FEB,7d,6.3,0.16749999999999998
CPIYOY-23FEB,7d,6.4,0.16749999999999998
CPIYOY-23FEB,7d,6.5,0.1
CPIYOY-23FEB,final,4.4,0.995
CPIYOY-23FEB,final,4.5,0.995
CPIYOY-23FEB,final,4.6,0.995
CPIYOY-23FEB,final,4.7,0.99
CPIYOY-23FEB,final,4.8,0.985
CPIYOY-23FEB,final,4.9,0.98
CPIYOY-23FEB,final,5.0,0.975
CPIYOY-23FEB,final,5.1,0.975
CPIYOY-23FEB,final,5.2,0.975
CPIYOY-23FEB,final,5.3,0.975
CPIYOY-23FEB,final,5.4,0.9716666666666667
CPIYOY-23FEB,final,5.5,0.9716666666666667
CPIYOY-23FEB,final,5.6,0.9716666666666667
CPIYOY-23FEB,final,5.7,0.955
CPIYOY-23FEB,final,5.8,0.95
CPIYOY-23FEB,final,5.9,0.85
CPIYOY-23FEB,final,6.0,0.65
CPIYOY-23FEB,final,6.1,0.405
CPIYOY-23FEB,final,6.2,0.09
CPIYOY-23FEB,final,6.3,0.03
CPIYOY-23FEB,final,6.4,0.025
CPIYOY-23FEB,final,6.5,0.02
CPIYOY-23JAN,14d,5.4,0.9575
CPIYOY-23JAN,14d,5.5,0.9575
CPIYOY-23JAN,14d,5.6,0.95
CPIYOY-23JAN,14d,5.7,0.95
CPIYOY-23JAN,14d,5.8,0.7375
CPIYOY-23JAN,14d,5.9,0.7375
CPIYOY-23JAN,14d,6.0,0.695
CPIYOY-23JAN,14d,6.1,0.645
CPIYOY-23JAN,14d,6.2,0.5
CPIYOY-23JAN,14d,6.3,0.49499999999999994
CPIYOY-23JAN,14d,6.4,0.49499999999999994
CPIYOY-23JAN,14d,6.5,0.49499999999999994
CPIYOY-23JAN,14d,6.6,0.4916666666666667
CPIYOY-23JAN,14d,6.7,0.4916666666666667
CPIYOY-23JAN,14d,6.8,0.4916666666666667
CPIYOY-23JAN,1d,5.4,0.99
CPIYOY-23JAN,1d,5.5,0.985
CPIYOY-23JAN,1d,5.6,0.985
CPIYOY-23JAN,1d,5.7,0.98
CPIYOY-23JAN,1d,5.8,0.9716666666666667
CPIYOY-23JAN,1d,5.9,0.9716666666666667
CPIYOY-23JAN,1d,6.0,0.9716666666666667
CPIYOY-23JAN,1d,6.1,0.97
CPIYOY-23JAN,1d,6.2,0.885
CPIYOY-23JAN,1d,6.3,0.575
CPIYOY-23JAN,1d,6.4,0.3
CPIYOY-23JAN,1d,6.5,0.135
CPIYOY-23JAN,1d,6.6,0.055
CPIYOY-23JAN,1d,6.7,0.02
CPIYOY-23JAN,1d,6.8,0.01
CPIYOY-23JAN,21d,5.4,0.905
CPIYOY-23JAN,21d,5.5,0.905
CPIYOY-23JAN,21d,5.6,0.84
CPIYOY-23JAN,21d,5.7,0.675
CPIYOY-23JAN,21d,5.8,0.5
CPIYOY-23JAN,21d,5.9,0.4109999999999999
CPIYOY-23JAN,21d,6.0,0.4109999999999999
CPIYOY-23JAN,21d,6.1,0.4109999999999999
CPIYOY-23JAN,21d,6.2,0.4109999999999999
CPIYOY-23JAN,21d,6.3,0.4109999999999999
CPIYOY-23JAN,21d,6.4,0.4109999999999999
CPIYOY-23JAN,21d,6.5,0.4109999999999999
CPIYOY-23JAN,21d,6.6,0.4109999999999999
CPIYOY-23JAN,21d,6.7,0.4109999999999999
CPIYOY-23JAN,21d,6.8,0.4109999999999999
CPIYOY-23JAN,3d,5.4,0.975
CPIYOY-23JAN,3d,5.5,0.975
CPIYOY-23JAN,3d,5.6,0.965
CPIYOY-23JAN,3d,5.7,0.955
CPIYOY-23JAN,3d,5.8,0.945
CPIYOY-23JAN,3d,5.9,0.9299999999999999
CPIYOY-23JAN,3d,6.0,0.9299999999999999
CPIYOY-23JAN,3d,6.1,0.885
CPIYOY-23JAN,3d,6.2,0.74
CPIYOY-23JAN,3d,6.3,0.5
CPIYOY-23JAN,3d,6.4,0.26
CPIYOY-23JAN,3d,6.5,0.115
CPIYOY-23JAN,3d,6.6,0.055
CPIYOY-23JAN,3d,6.7,0.015
CPIYOY-23JAN,3d,6.8,0.01
CPIYOY-23JAN,7d,5.4,0.9225000000000001
CPIYOY-23JAN,7d,5.5,0.9225000000000001
CPIYOY-23JAN,7d,5.6,0.9225000000000001
CPIYOY-23JAN,7d,5.7,0.9225000000000001
CPIYOY-23JAN,7d,5.8,0.7375
